"","name.cell_line","name.virus","code","genome_coverage"
"27628","KNS60","Y73 sarcoma virus, complete genome","NC_008094.1",2.178
"27629","LU99","Y73 sarcoma virus, complete genome","NC_008094.1",3.412
"27630","HCC1195","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27631","ECC12","Y73 sarcoma virus, complete genome","NC_008094.1",2.005
"27632","RERFGC1B","Y73 sarcoma virus, complete genome","NC_008094.1",6.033
"27633","59M","Y73 sarcoma virus, complete genome","NC_008094.1",2.313
"27634","RH18","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27635","KELLY","Y73 sarcoma virus, complete genome","NC_008094.1",3.624
"27636","SNU324","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27637","MOLT3","Y73 sarcoma virus, complete genome","NC_008094.1",2.487
"27638","ONCODG1","Y73 sarcoma virus, complete genome","NC_008094.1",3.701
"27639","KU1919","Y73 sarcoma virus, complete genome","NC_008094.1",1.87
"27640","KP3","Y73 sarcoma virus, complete genome","NC_008094.1",1.677
"27641","RERFLCAI","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27642","OUMS23","Y73 sarcoma virus, complete genome","NC_008094.1",1.773
"27643","GRANTA519","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27644","253J","Y73 sarcoma virus, complete genome","NC_008094.1",3.508
"27645","BEN","Y73 sarcoma virus, complete genome","NC_008094.1",7.055
"27646","BFTC905","Y73 sarcoma virus, complete genome","NC_008094.1",6.554
"27647","RCHACV","Y73 sarcoma virus, complete genome","NC_008094.1",5.763
"27648","REH","Y73 sarcoma virus, complete genome","NC_008094.1",2.062
"27649","SNU8","Y73 sarcoma virus, complete genome","NC_008094.1",1.985
"27650","RERFLCKJ","Y73 sarcoma virus, complete genome","NC_008094.1",4.318
"27651","KMBC2","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27652","PANC0403","Y73 sarcoma virus, complete genome","NC_008094.1",2.949
"27653","EFM19","Y73 sarcoma virus, complete genome","NC_008094.1",2.024
"27654","CJM","Y73 sarcoma virus, complete genome","NC_008094.1",4.78
"27655","CAMA1","Y73 sarcoma virus, complete genome","NC_008094.1",2.352
"27656","SNB75","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27657","NCIN87","Y73 sarcoma virus, complete genome","NC_008094.1",2.988
"27658","MUTZ5","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27659","CL40","Y73 sarcoma virus, complete genome","NC_008094.1",3.72
"27660","EKVX","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27661","NCIH660","Y73 sarcoma virus, complete genome","NC_008094.1",1.735
"27662","HS821T","Y73 sarcoma virus, complete genome","NC_008094.1",3.624
"27663","HOP92","Y73 sarcoma virus, complete genome","NC_008094.1",1.735
"27664","HS255T","Y73 sarcoma virus, complete genome","NC_008094.1",4.491
"27665","ZR751","Y73 sarcoma virus, complete genome","NC_008094.1",1.985
"27666","K562","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27667","T24","Y73 sarcoma virus, complete genome","NC_008094.1",2.583
"27668","BT549","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27669","KARPAS299","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27670","HS294T","Y73 sarcoma virus, complete genome","NC_008094.1",1.85
"27671","253JBV","Y73 sarcoma virus, complete genome","NC_008094.1",6.843
"27672","VMRCRCZ","Y73 sarcoma virus, complete genome","NC_008094.1",2.872
"27673","SNU308","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27674","SNU840","Y73 sarcoma virus, complete genome","NC_008094.1",3.759
"27675","NCIH2126","Y73 sarcoma virus, complete genome","NC_008094.1",1.889
"27676","NCIH3255","Y73 sarcoma virus, complete genome","NC_008094.1",1.523
"27677","EPLC272H","Y73 sarcoma virus, complete genome","NC_008094.1",1.831
"27678","MDST8","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27679","MDAMB435S","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27680","RDES","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27681","PANC0203","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27682","NCIH747","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27683","HS819T","Y73 sarcoma virus, complete genome","NC_008094.1",2.66
"27684","RL952","Y73 sarcoma virus, complete genome","NC_008094.1",1.966
"27685","PK45H","Y73 sarcoma virus, complete genome","NC_008094.1",1.831
"27686","BXPC3","Y73 sarcoma virus, complete genome","NC_008094.1",3.392
"27687","SNU620","Y73 sarcoma virus, complete genome","NC_008094.1",3.701
"27688","PANC0213","Y73 sarcoma virus, complete genome","NC_008094.1",1.831
"27689","HCC2279","Y73 sarcoma virus, complete genome","NC_008094.1",2.988
"27690","AML193","Y73 sarcoma virus, complete genome","NC_008094.1",2.197
"27691","G292CLONEA141B1","Y73 sarcoma virus, complete genome","NC_008094.1",2.217
"27692","BICR56","Y73 sarcoma virus, complete genome","NC_008094.1",2.005
"27693","SCC4","Y73 sarcoma virus, complete genome","NC_008094.1",2.39
"27694","MHHNB11","Y73 sarcoma virus, complete genome","NC_008094.1",3.604
"27695","ACHN","Y73 sarcoma virus, complete genome","NC_008094.1",2.467
"27696","HOS","Y73 sarcoma virus, complete genome","NC_008094.1",1.638
"27697","GI1","Y73 sarcoma virus, complete genome","NC_008094.1",3.412
"27698","SKMEL30","Y73 sarcoma virus, complete genome","NC_008094.1",1.812
"27699","NCIH727","Y73 sarcoma virus, complete genome","NC_008094.1",1.889
"27700","BFTC909","Y73 sarcoma virus, complete genome","NC_008094.1",3.238
"27701","NCIH322","Y73 sarcoma virus, complete genome","NC_008094.1",1.638
"27702","SKMEL1","Y73 sarcoma virus, complete genome","NC_008094.1",1.773
"27703","HCC1599","Y73 sarcoma virus, complete genome","NC_008094.1",2.467
"27704","EN","Y73 sarcoma virus, complete genome","NC_008094.1",1.677
"27705","NUGC4","Y73 sarcoma virus, complete genome","NC_008094.1",1.137
"27706","HM7","Y73 sarcoma virus, complete genome","NC_008094.1",1.214
"27707","KARPAS620","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27708","CADOES1","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27709","WM983B","Y73 sarcoma virus, complete genome","NC_008094.1",4.048
"27710","NCIH1155","Y73 sarcoma virus, complete genome","NC_008094.1",1.735
"27711","CAL29","Y73 sarcoma virus, complete genome","NC_008094.1",5.262
"27712","BT483","Y73 sarcoma virus, complete genome","NC_008094.1",2.101
"27713","SNU719","Y73 sarcoma virus, complete genome","NC_008094.1",3.315
"27714","LXF289","Y73 sarcoma virus, complete genome","NC_008094.1",1.966
"27715","LUDLU1","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27716","SNU1077","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27717","HUH6","Y73 sarcoma virus, complete genome","NC_008094.1",3.47
"27718","ONS76","Y73 sarcoma virus, complete genome","NC_008094.1",4.51
"27719","PK8","Y73 sarcoma virus, complete genome","NC_008094.1",1.099
"27720","CL11","Y73 sarcoma virus, complete genome","NC_008094.1",3.527
"27721","PANC1","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27722","LC1F","Y73 sarcoma virus, complete genome","NC_008094.1",3.778
"27723","RERFLCAD1","Y73 sarcoma virus, complete genome","NC_008094.1",1.754
"27724","OV90","Y73 sarcoma virus, complete genome","NC_008094.1",2.332
"27725","JVM2","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27726","HT29","Y73 sarcoma virus, complete genome","NC_008094.1",1.291
"27727","NCIH2444","Y73 sarcoma virus, complete genome","NC_008094.1",1.773
"27728","BICR16","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27729","SNU601","Y73 sarcoma virus, complete genome","NC_008094.1",2.583
"27730","HCC1187","Y73 sarcoma virus, complete genome","NC_008094.1",3.084
"27731","HLFA","Y73 sarcoma virus, complete genome","NC_008094.1",2.12
"27732","HCC1438","Y73 sarcoma virus, complete genome","NC_008094.1",3.026
"27733","ISHIKAWAHERAKLIO02ER","Y73 sarcoma virus, complete genome","NC_008094.1",3.682
"27734","KPNRTBM1","Y73 sarcoma virus, complete genome","NC_008094.1",3.527
"27735","SNU182","Y73 sarcoma virus, complete genome","NC_008094.1",3.662
"27736","HS698T","Y73 sarcoma virus, complete genome","NC_008094.1",1.735
"27737","SHP77","Tobacco mosaic virus, complete genome","NC_001367.1",2.658
"27738","PANC0813","Tobacco mosaic virus, complete genome","NC_001367.1",2.22
"27739","RCHACV","Tobacco mosaic virus, complete genome","NC_001367.1",2.08
"27740","SF539","Tobacco mosaic virus, complete genome","NC_001367.1",2.283
"27741","NCIH69","Human papillomavirus - 18, complete genome","NC_001357.1",6.644
"27742","NCIH146","Human papillomavirus - 18, complete genome","NC_001357.1",9.813
"27743","FADU","Human papillomavirus - 18, complete genome","NC_001357.1",16.228
"27744","NCIH1436","Human papillomavirus - 18, complete genome","NC_001357.1",7.28
"27745","NCIH2029","Human papillomavirus - 18, complete genome","NC_001357.1",10.029
"27746","NCIH661","Human papillomavirus - 18, complete genome","NC_001357.1",6.071
"27747","NCIH209","Human papillomavirus - 18, complete genome","NC_001357.1",11.417
"27748","MSTO211H","Human papillomavirus - 18, complete genome","NC_001357.1",8.795
"27749","NCIH1650","Human papillomavirus - 18, complete genome","NC_001357.1",10.335
"27750","MM1S","Human papillomavirus - 18, complete genome","NC_001357.1",8.006
"27751","C2BBE1","Human papillomavirus - 18, complete genome","NC_001357.1",21.369
"27752","NCIH1618","Human papillomavirus - 18, complete genome","NC_001357.1",4.187
"27753","SIHA","Human papillomavirus - 18, complete genome","NC_001357.1",3.513
"27754","NCIH747","Human papillomavirus - 18, complete genome","NC_001357.1",10.335
"27755","NCIH1876","Human papillomavirus - 18, complete genome","NC_001357.1",6.669
"27756","NCIH2227","Human papillomavirus - 18, complete genome","NC_001357.1",10.335
"27757","NCIH196","Human papillomavirus - 18, complete genome","NC_001357.1",8.807
"27758","NCIH2171","Human papillomavirus - 18, complete genome","NC_001357.1",7.344
"27759","NCIH2052","Human papillomavirus - 18, complete genome","NC_001357.1",8.591
"27760","NCIH2170","Human papillomavirus - 18, complete genome","NC_001357.1",9.189
"27761","G130","Human papillomavirus - 18, complete genome","NC_001357.1",1.909
"27762","NCIH1437","Human papillomavirus - 18, complete genome","NC_001357.1",7.064
"27763","NCIH650","Human papillomavirus - 18, complete genome","NC_001357.1",5.142
"27764","NCIH1105","Human papillomavirus - 18, complete genome","NC_001357.1",14.98
"27765","COLO818","Human papillomavirus - 18, complete genome","NC_001357.1",3.373
"27766","HCC89","Human papillomavirus - 18, complete genome","NC_001357.1",26.664
"27767","NCIH1341","Human papillomavirus - 18, complete genome","NC_001357.1",43.859
"27768","NCIH1092","Human papillomavirus - 18, complete genome","NC_001357.1",16.304
"27769","NCIH2196","Human papillomavirus - 18, complete genome","NC_001357.1",8.12
"27770","MFE296","Human papillomavirus - 18, complete genome","NC_001357.1",10.577
"27771","NCIH82","Human papillomavirus - 18, complete genome","NC_001357.1",7.777
"27772","SW982","Human papillomavirus - 18, complete genome","NC_001357.1",31.488
"27773","NCIH1048","Human papillomavirus - 18, complete genome","NC_001357.1",13.504
"27774","MKN7","Human papillomavirus - 18, complete genome","NC_001357.1",5.715
"27775","NCIH1299","Human papillomavirus - 18, complete genome","NC_001357.1",16.775
"27776","NCIH524","Human papillomavirus - 18, complete genome","NC_001357.1",8.617
"27777","MKN74","Human papillomavirus - 18, complete genome","NC_001357.1",14.942
"27778","HELA","Human papillomavirus - 18, complete genome","NC_001357.1",66.654
"27779","NCIH1666","Human papillomavirus - 18, complete genome","NC_001357.1",13.988
"27780","NCIH526","Human papillomavirus - 18, complete genome","NC_001357.1",11.34
"27781","NCIH510","Human papillomavirus - 18, complete genome","NC_001357.1",12.358
"27782","NCIH1963","Human papillomavirus - 18, complete genome","NC_001357.1",11.633
"27783","KYSE450","Human papillomavirus - 18, complete genome","NC_001357.1",15.069
"27784","NCIH1184","Human papillomavirus - 18, complete genome","NC_001357.1",15.184
"27785","K562","Human papillomavirus - 18, complete genome","NC_001357.1",19.639
"27786","NCIH1651","Human papillomavirus - 18, complete genome","NC_001357.1",15.54
"27787","NCIH2081","Human papillomavirus - 18, complete genome","NC_001357.1",9.851
"27788","HEP2","Human papillomavirus - 18, complete genome","NC_001357.1",66.412
"27789","NCIH522","Human papillomavirus - 18, complete genome","NC_001357.1",10.844
"27790","MKN45","Human papillomavirus - 18, complete genome","NC_001357.1",12.498
"27791","TE159T","Stenotrophomonas phage S1, complete genome","NC_011589.1",0.251
"27792","CL11","Stenotrophomonas phage S1, complete genome","NC_011589.1",0.263
"27793","TE15","Bacteriophage RB32, complete genome","NC_008515.1",0.061
"27794","HUPT3","Bacteriophage RB32, complete genome","NC_008515.1",0.083
"27795","CORL105","Bacteriophage RB32, complete genome","NC_008515.1",0.052
"27796","BICR56","Bacteriophage RB32, complete genome","NC_008515.1",0.053
"27797","P3HR1","Propionibacterium phage P1.1, complete genome","NC_018842.1",0.426
"27798","HEL","Propionibacterium phage P1.1, complete genome","NC_018842.1",0.283
"27799","MFE319","Propionibacterium phage P1.1, complete genome","NC_018842.1",0.47
"27800","HCC89","Propionibacterium phage P1.1, complete genome","NC_018842.1",0.491
"27801","HUCCT1","Propionibacterium phage P1.1, complete genome","NC_018842.1",0.681
"27802","EKVX","Propionibacterium phage P1.1, complete genome","NC_018842.1",0.685
"27803","PATU8988S","Propionibacterium phage P1.1, complete genome","NC_018842.1",0.348
"27804","BJAB","Propionibacterium phage P1.1, complete genome","NC_018842.1",0.474
"27805","BEN","Propionibacterium phage P100_A, complete genome","NC_018838.1",0.552
"27806","JHH4","Propionibacterium phage P100_A, complete genome","NC_018838.1",0.386
"27807","LS1034","Propionibacterium phage P100_A, complete genome","NC_018838.1",0.549
"27808","CL14","Propionibacterium phage P100_A, complete genome","NC_018838.1",0.607
"27809","DV90","Propionibacterium phage P100_A, complete genome","NC_018838.1",0.593
"27810","CALU3","Propionibacterium phage P100_A, complete genome","NC_018838.1",0.603
"27811","AN3CA","Alfalfa mosaic virus RNA 2, complete sequence","NC_002024.2",7.79
"27812","NCIH1648","Human T-lymphotropic virus 1, complete genome","NC_001436.1",23.957
"27813","HS611T","Human T-lymphotropic virus 1, complete genome","NC_001436.1",8.158
"27814","HSC4","Human T-lymphotropic virus 1, complete genome","NC_001436.1",14
"27815","HH","Human T-lymphotropic virus 1, complete genome","NC_001436.1",5.76
"27816","NCIH1781","Human T-lymphotropic virus 1, complete genome","NC_001436.1",18.009
"27817","MPP89","Human T-lymphotropic virus 1, complete genome","NC_001436.1",24.133
"27818","PANC1","Human T-lymphotropic virus 1, complete genome","NC_001436.1",29.728
"27819","HT1376","Human T-lymphotropic virus 1, complete genome","NC_001436.1",10.756
"27820","OSRC2","Human T-lymphotropic virus 1, complete genome","NC_001436.1",30.775
"27821","NCIH2106","Human T-lymphotropic virus 1, complete genome","NC_001436.1",11.72
"27822","NCIH3255","Human T-lymphotropic virus 1, complete genome","NC_001436.1",27.413
"27823","P12ICHIKAWA","Human T-lymphotropic virus 1, complete genome","NC_001436.1",29.352
"27824","HUT102","Human T-lymphotropic virus 1, complete genome","NC_001436.1",100
"27825","MINO","Human T-lymphotropic virus 1, complete genome","NC_001436.1",16.128
"27826","HS939T","Human T-lymphotropic virus 1, complete genome","NC_001436.1",2.375
"27827","HUH6","Human T-lymphotropic virus 1, complete genome","NC_001436.1",9.721
"27828","NCIH2073","Human T-lymphotropic virus 1, complete genome","NC_001436.1",24.098
"27829","NCIH1573","Human T-lymphotropic virus 1, complete genome","NC_001436.1",7.852
"27830","HOP62","Human T-lymphotropic virus 1, complete genome","NC_001436.1",10.438
"27831","JHH1","Human T-lymphotropic virus 1, complete genome","NC_001436.1",14.682
"27832","NCIH2444","Human T-lymphotropic virus 1, complete genome","NC_001436.1",23.322
"27833","NCIH1385","Human T-lymphotropic virus 1, complete genome","NC_001436.1",21.9
"27834","HS870T","Human T-lymphotropic virus 1, complete genome","NC_001436.1",25.508
"27835","NCIH2023","Human T-lymphotropic virus 1, complete genome","NC_001436.1",19.69
"27836","NCIH647","Human T-lymphotropic virus 1, complete genome","NC_001436.1",14.8
"27837","OV56","Human T-lymphotropic virus 1, complete genome","NC_001436.1",19.031
"27838","PANC0504","Human T-lymphotropic virus 1, complete genome","NC_001436.1",18.984
"27839","J82","Human T-lymphotropic virus 1, complete genome","NC_001436.1",8.687
"27840","NCIH2126","Human T-lymphotropic virus 1, complete genome","NC_001436.1",19.149
"27841","HS343T","Human T-lymphotropic virus 1, complete genome","NC_001436.1",6.501
"27842","HS675T","Human T-lymphotropic virus 1, complete genome","NC_001436.1",6.9
"27843","HCC2108","Human T-lymphotropic virus 1, complete genome","NC_001436.1",2.375
"27844","P3HR1","Human T-lymphotropic virus 1, complete genome","NC_001436.1",27.601
"27845","NCIH2030","Human T-lymphotropic virus 1, complete genome","NC_001436.1",4.42
"27846","HS698T","Human T-lymphotropic virus 1, complete genome","NC_001436.1",4.291
"27847","NCIH2085","Human T-lymphotropic virus 1, complete genome","NC_001436.1",14.776
"27848","PANC0203","Human T-lymphotropic virus 1, complete genome","NC_001436.1",24.11
"27849","MHHCALL3","Human T-lymphotropic virus 1, complete genome","NC_001436.1",15.258
"27850","HS737T","Human T-lymphotropic virus 1, complete genome","NC_001436.1",40.296
"27851","MHHES1","Human T-lymphotropic virus 1, complete genome","NC_001436.1",10.462
"27852","MOLT16","Human T-lymphotropic virus 1, complete genome","NC_001436.1",30.493
